,rel_pos_x,rel_pos_y,rel_pos_z,direct_x,direct_y,direct_z,Energy
0,-169.32825793179023,-422.86818065422847,-158.01516285097568,0.4153280258178711,0.7950096726417542,-0.4421111047267914,1.0
1,259.80746829190855,-365.28816536277714,-256.73349063941555,-0.25825396180152893,0.962826669216156,0.07918133586645126,1.0
2,152.8148319063448,-409.02622764884524,-46.66561089693846,-0.25825396180152893,0.962826669216156,0.07918133586645126,1.0
3,366.3146693902391,-212.12121819357344,-258.04455036583016,-0.25825396180152893,0.962826669216156,0.07918133586645126,1.0
4,366.8317392079926,-211.79702455942095,-302.7682584816828,-0.25825396180152893,0.962826669216156,0.07918133586645126,1.0
5,413.14800405981674,-196.76296897733084,-77.06513416144446,-0.25825396180152893,0.962826669216156,0.07918133586645126,1.0
6,142.29378572126853,388.1406432508847,-123.14611878938251,-0.2618248760700226,-0.9647268056869507,0.02738458290696144,1.0
7,191.40850504079322,405.7694565161811,-212.12185714014498,-0.2618248760700226,-0.9647268056869507,0.02738458290696144,1.0
8,-41.001387963225284,265.8392256025662,73.71112166161049,-0.1498027890920639,-0.10533414781093597,-0.9830889105796814,1.0
9,-14.708811465998906,220.951181573119,-61.76011561483713,-0.1498027890920639,-0.10533414781093597,-0.9830889105796814,1.0
10,122.3990382836021,-325.1702490853151,-38.95334164462179,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
11,151.05342498023606,-236.02508030912185,-24.678275396482377,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
12,-108.07198090916826,-66.07719538214639,-23.421788987654168,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
13,-108.54253575617267,-65.73665443152629,-53.4906652194727,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
14,-108.07529735387836,-66.16165364179284,-98.96514456038426,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
15,-58.95110421916866,-69.84070394848732,-21.974463908692883,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
16,-58.114270538616225,-70.56853806194783,-23.05563393882528,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
17,-59.112265199177585,-69.39129897061139,-22.523715537267094,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
18,-58.4688001130137,-69.5468429332613,-52.55005153038701,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
19,-58.15940231320287,-70.45326703620549,-82.09610063072614,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
20,-30.40126749104752,-108.51371514176026,6.37391901894523,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
21,-30.084006206469198,-108.44922510845151,-8.60834280856534,0.17385990917682648,0.6601423621177673,-0.7307426333427429,1.0
