,rel_pos_x,rel_pos_y,rel_pos_z,direct_x,direct_y,direct_z,Energy
0,-429.0145512511307,-300.44685021451585,-162.4494864565221,0.9962650537490845,0.08522867411375046,-0.013855868950486183,1.0
1,199.9141807878898,144.65990470839301,-186.0724380479923,0.47058749198913574,0.28209176659584045,0.8360452651977539,1.0
2,186.34459932372448,95.55431585454247,-21.837548854938234,0.47058749198913574,0.28209176659584045,0.8360452651977539,1.0
3,139.920617809277,134.7789015608513,-130.66197726782252,0.47058749198913574,0.28209176659584045,0.8360452651977539,1.0
4,191.8321534294532,342.7978942994325,-267.22877163150775,-0.7707944512367249,-0.5455589890480042,0.32900041341781616,1.0
5,553.743486953567,324.6697154790551,-213.72775852304596,-0.8992699980735779,0.19519837200641632,0.3914218246936798,1.0
6,-70.96036680220456,-130.99519344005114,-45.41430034130849,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
7,-6.608912006624344,-223.99432255908403,-104.59355554003321,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
8,113.40665716392053,-21.746506119184858,-0.4274344817893052,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
9,159.95433017986562,-6.253126645782345,-16.050293684963492,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
10,159.64720274374704,-7.050689404508773,-46.699533467653,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
11,201.24830900124016,-36.543976458753775,-225.39214711648287,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
12,201.68935339599733,-37.45806847913775,-284.32989528503913,-0.43748146295547485,-0.8913224935531616,-0.11897148936986923,1.0
13,55.03692365320887,-377.2478574871569,-120.89422962713866,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
14,50.037095862725266,-324.3860673239815,-135.40041807233888,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
15,-96.50594037633823,-160.60531894898236,-29.52976146238734,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
16,-97.39256663025358,-160.35185339099104,-44.58652472953935,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
17,-97.07560752816124,-160.2218760641523,-75.11931162451731,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
18,-110.78012586107003,-209.1216184455638,-15.159649090432936,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
19,-110.24720737439326,-209.4368048896582,-45.04205453439954,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
20,-110.4474646751496,-209.3590065425509,-75.0498379477882,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
21,-156.21740965386314,-169.72697557896868,-5.597367112128268,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
22,-155.47615350022426,-169.6915425247555,-35.86156802415576,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
23,-155.56891275282163,-169.89208676136946,-65.51508494307802,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
24,-155.74547595405508,-171.10236980865204,-95.11479701467545,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
25,18.865330835191173,-98.0724504044822,-31.199163039433472,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
26,19.680446065679092,-97.60826966707572,-30.41487301667587,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
27,20.54726542038898,-97.79856098243755,-31.033588304579894,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
28,19.590241998592376,-97.43897740422273,-45.74675423705435,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
29,19.058342161929488,-97.67501736048467,-46.01204313465553,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
30,19.327446759323976,-97.47157821393324,-60.766182476912775,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
31,19.484850834303813,-97.55925223566828,-60.4153700293615,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
32,18.996110352328174,-97.82247159983041,-60.51458356086761,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
33,19.72771238352226,-97.48001352984767,-75.4418060347673,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
34,19.852038780735825,-97.93831480497226,-75.03205355111743,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
35,19.51126838503137,-98.0403835635301,-74.9890314085344,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
36,19.945746405815527,-98.23533718452785,-74.96862919592695,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
37,18.923307170890126,-97.78766595929596,-75.58847047625886,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
38,19.946264500492703,-97.37920306197225,-90.8361515384837,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
39,19.874108063233024,-97.35682610020137,-90.88680666055302,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
40,19.3207650073783,-97.52016005252875,-90.41530473429691,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
41,19.354157599317404,-98.18164107314726,-89.96020629360794,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
42,19.23749223373443,-97.86496397391272,-90.1189430566119,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
43,19.15975864805472,-97.64918963792667,-105.28217459424707,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
44,20.0906223464755,-97.4339512429886,-105.78063682375875,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
45,19.536156698919257,-98.56591869117898,-104.92548139703013,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
46,19.369416166758498,-97.60764742774279,-105.21271619043694,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
47,19.59389958808248,-97.34793670164055,-105.59755942053994,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
48,19.37665837526012,-97.3622688547045,-106.12659235273236,-0.4210021495819092,0.9067624807357788,0.02321566455066204,1.0
