,time_0,activation_probability
0,2778.299381694288,7.469119027648564e-26
1,1868.4154816781981,7.65210447972699e-11
2,1461.37349397693,4.370115298879064e-08
3,1981.0208811618122,2.4152028933064684e-24
4,2148.914064268689,1.958904543156834e-18
5,1571.5174798565772,7.704346162838837e-09
6,1718.1693190602023,9.22416746431199e-09
7,1801.3364486006258,7.486787880871495e-12
8,1756.2110522825005,1.496168091472544e-19
9,1638.3987010021415,4.8632864953097194e-09
10,1943.7711131930191,8.777730860235676e-11
11,1619.896355112703,1.1345811747967915e-09
12,1140.4402482888813,4.113868963848598e-11
13,1433.9584496258935,7.187100185919336e-08
14,957.9392824739873,3.3970414736502346e-07
15,583.465230677126,4.791811400948805e-07
16,937.6315158613978,4.638136339169318e-06
17,1245.629158419732,1.930120978674085e-08
18,570.7220061347859,8.176224619487238e-05
19,562.9943410772684,1.8058385877727774e-06
20,557.590055228038,5.2697928377566236e-05
21,607.0021413526581,0.0006676022817932302
22,587.2884515089914,6.026158133345317e-05
23,637.7826522817707,3.0399711931461522e-05
24,583.1228430786871,0.00023065111893842748
25,623.9882416969857,7.17011515732244e-09
26,694.8855122769284,4.8798358401909735e-22
27,768.2067523392192,4.5031600770930644e-08
28,952.8406523491153,1.0982375045132426e-05
29,798.1459256289228,1.8687238380141062e-05
30,788.4461170722903,6.213249489193165e-07
31,857.0262092073916,8.472191440863072e-06
32,751.1308710022281,1.3231678029114112e-06
33,1204.9488016423093,1.1051945994842043e-07
34,553.0701331681987,3.0025988321803556e-19
35,482.2627653309256,0.0020147804124672243
36,1060.9567766737405,2.985855390999082e-08
37,200.37963758843878,1.2970982320213817e-07
38,210.25543024638344,0.022957090821732334
39,181.54780213732658,0.031257177535557894
40,191.72424406235308,0.00015172469191448228
41,260.0023845037924,0.00011714909043545814
42,223.51762021915,1.9724656263813552e-10
43,287.93304961216404,0.00055733314559649
44,263.57273770059885,0.0048526494260922575
45,326.17845051030537,0.004108880366544116
46,371.4687875310664,0.004124569303111856
47,1030.6180348652151,5.709853135790638e-06
48,1040.0770906371108,1.390736833413824e-06
49,129.979511260572,0.029739753313707144
50,136.52203744617364,0.020588675882637818
51,135.6382660824641,0.048257070405194294
52,239.16701251208508,0.0017522651360731252
53,291.9240959668947,0.003485951796416796
54,348.2222208053552,0.007524501475187458
55,2371.9585324151585,5.453094020623493e-12
56,499.60615516674375,0.000621492897145893
57,715.4001472543434,3.283996532643484e-05
58,400.29805308666744,0.0018626023510116283
59,424.93064565218793,0.00018542304229616686
60,413.4672748195951,0.0019046476096521811
61,469.3062292033715,0.001582675604904271
62,463.97220018403135,5.9081821754569236e-05
63,573.6510974976428,0.00011895180204497386
64,603.9390739523815,4.798612411219091e-05
65,661.9772304758703,5.71554834295869e-10
66,624.9092545911308,4.7940845605068496e-06
67,718.0832145664634,7.811501459036953e-06
68,1088.7082099589677,2.7566041232441825e-08
69,607.1793172027418,5.180322125772358e-09
70,1491.9954950111776,9.258708790337125e-12
71,761.0631657748196,5.88330855237626e-05
72,850.5250263472924,5.198408834682159e-06
73,894.2615223038968,6.077316587737653e-08
74,1728.859172759359,4.816359260923606e-13
75,1015.5185583737901,5.054809035990313e-07
76,588.8555873085672,0.000346845714383381
77,1341.389523642515,5.433385179778e-18
78,1214.6717243810208,3.709300592710932e-08
79,1177.0285127368538,7.533201148113229e-14
80,1309.008137659467,1.4072412107767635e-21
81,1199.0526115051302,2.9420190278731642e-08
82,1347.221329855182,2.0225001809558327e-13
83,3543.293646565613,7.959281505396578e-19
84,3359.993427883432,5.308525971295541e-41
85,3302.2671775404847,4.01040465456529e-24
86,4033.8636987883087,1.865839740312187e-47
87,1469.8212362493923,1.0975971639695616e-18
88,1799.4830371216947,2.88612296037085e-11
89,2215.7588239403685,1.4434153981934572e-11
90,970.363668582786,6.016610446057588e-09
91,1020.3882081943452,1.206929120299538e-10
92,1206.7247467726831,1.5334187897370345e-08
93,1269.751197596921,7.639435987417059e-09
94,1425.086802588488,3.6916857087203787e-26
95,2386.5341451168624,1.5097826314277044e-11
96,787.1331187005873,6.623303265984288e-15
97,790.0021820513714,2.031243929846416e-18
98,775.6520452956843,1.2509108471824433e-05
99,879.1068086523751,1.3912471384795566e-06
100,948.5386509917897,5.308295213348933e-09
101,939.633749437506,2.163728462843526e-06
102,1060.6458127988517,4.5246422412128473e-07
103,1063.978725853412,2.3191592107313828e-07
104,1052.8921927205706,3.559832061363104e-08
105,1209.6635451103907,1.5604420963577463e-07
106,1290.270588363671,3.1674819631290937e-07
107,1305.780320455185,4.380685444273719e-08
108,1261.7708220154962,6.609739925406213e-07
109,1340.6121930782242,1.5346461714922216e-07
110,1458.6874245592749,6.19759077141789e-16
111,535.0551459341132,8.575046744120475e-07
112,540.8612435502305,0.0010319397090903083
113,537.4698269576016,2.638601699815803e-14
114,528.9928081672344,0.00018342444887989212
115,526.4167825010468,5.633238663492941e-05
116,517.2731877587635,3.4262582027066074e-05
117,575.3432288451278,1.1296362724387383e-17
118,592.9470945138695,2.0910224772644417e-06
119,613.8732642613804,1.2706909210440567e-09
120,578.618765251993,1.045813383731941e-06
121,611.3842630325354,2.1382044598490543e-05
122,596.7740753825715,5.901585386964432e-06
123,671.4121154634144,0.00011280002438237313
124,638.4086014561917,2.6221172949951827e-05
125,710.8152012174771,1.9501027659782816e-23
126,719.382822150129,6.887854427343322e-06
127,761.9798686950414,3.879281222343282e-06
128,723.5318927189287,9.853011083795307e-12
129,744.9799018839362,3.611610185460678e-06
130,822.3768862606844,5.7281295637442e-07
131,830.3945405955682,5.077943815986267e-05
132,813.4699941991371,9.972624405497269e-09
133,815.3546072863971,2.4509043992722183e-20
134,777.0681032458469,1.2279658573411423e-09
135,772.0825100726042,6.670276560237464e-06
136,855.7063522611198,2.383378887346492e-06
137,866.9640755615491,1.0248546198218151e-16
138,915.3676767747625,1.6435384463932786e-29
139,864.2053234300633,8.332904613054196e-10
140,834.2088784680495,6.144986207077992e-07
141,928.5251430152143,3.763448917722663e-09
142,973.8191778648655,2.5862247144054066e-05
143,872.1122657213419,1.532211784077454e-10
144,918.3624616465277,2.065345125520214e-07
145,982.7934352118356,5.062029392226214e-06
146,934.2661376353774,1.9989360033638827e-06
147,944.0416511801379,1.140266797052882e-07
148,959.0650225767944,1.6965270098443822e-07
149,983.0335230398989,3.4927064762649975e-09
150,959.068227890365,5.704487472038278e-06
151,1046.1229854794356,3.5587625743258203e-10
152,1012.5494124437976,4.753185807331288e-06
153,1072.972136676409,4.870912315151267e-07
154,1121.7213256978623,2.6192677085442375e-08
155,1220.396439794021,2.0035281745879426e-10
156,1268.331573146266,3.3429537644915055e-18
157,1488.5531144710483,8.073080811781461e-16
158,430.9131027343615,1.2965051448324785e-07
159,476.4100641218018,0.0001810152568301232
160,572.065271172692,3.0701944286680315e-14
161,645.1644050598384,7.363686709311631e-11
162,696.4760879995164,3.862985649420161e-07
163,794.6452157473152,7.966063574026117e-05
164,1193.566396416006,1.1572851223641717e-07
165,1394.342036704781,1.5036929884856262e-08
166,1029.8780366618812,6.089099373444845e-06
167,739.9961355874558,7.575870539056798e-06
168,1174.6299338847016,2.7503856445338424e-11
169,1350.1767020222394,1.2820491349123014e-12
170,1441.6725766595446,1.0758850979592892e-09
171,1025.5105766490606,6.600395823739847e-08
172,779.4911085920456,1.883062713034485e-10
173,766.7304956929377,1.5348331750402456e-19
174,1091.3671430879617,4.303661322555468e-32
175,1381.6242630461218,4.122419111414314e-08
176,543.4106057448267,9.190773471541909e-05
177,554.6689416205868,1.8715060943572965e-05
178,547.6552577642037,1.3782311622594589e-05
179,622.1119763767413,0.00033922238272533767
180,914.1977981231421,2.2548412119934173e-06
181,826.6837115569997,8.70987875177202e-09
182,878.9590362194356,3.9352925327617674e-08
183,775.7597341922799,7.087940015419676e-05
184,783.4722251486987,5.84360802757749e-09
185,1556.6485768129694,7.2061196558646526e-12
186,1407.701748478259,2.432904392037545e-07
187,1191.61012401672,3.731682492244819e-17
188,3129.0720428633554,3.5319716487270405e-18
189,1190.3642571510134,5.890727473390768e-16
190,1133.7388012801089,3.6111033540529147e-13
191,1298.241394143997,2.6634950396000104e-07
192,444.50533113575057,0.0011350827605451262
193,539.9265689156393,3.461851813622923e-05
194,630.3487539291315,3.0401457415187485e-06
195,735.9831935650839,2.66363891460527e-05
196,789.0535967387333,4.040185179696296e-06
197,1085.5211741647786,1.4970219922727237e-19
198,415.2632772922543,7.958993646968267e-06
199,419.44268273456834,0.0002093037975462929
200,407.9752292022297,0.0006307453037612302
201,436.4470539477185,0.0001891491380840656
202,446.2157198653141,0.00030576840046397084
